Código [-],Município [-],UF [-],DC [2024],RCL [2024],CAPAG [2024]
3145802,Onça de Pitangui,MG,11566.69,30334983.17,n.d.
3534005,Onda Verde,SP,3123015.84,42400711.66,n.d.
3145851,Oratórios,MG,1453371.04,35161995.08,B
3534104,Oriente,SP,2599339.67,39908070.42,n.d.
3534203,Orindiúva,SP,741075.5,59750369.02,B
1505304,Oriximiná,PA,0.0,0.0,n.d.
3145877,Orizânia,MG,1994644.79,34842803.63,C
5215306,Orizona,GO,0.0,0.0,n.e.
3534302,Orlândia,SP,3888732.01,241762632.09,A
4211702,Orleans,SC,11087170.5,139697556.26,B
2609709,Orobó,PE,33114936.77,121500995.74,B
2609808,Orocó,PE,18095210.69,77314333.04,C
2309508,Orós,CE,57569687.69,124304082.49,C
4117305,Ortigueira,PR,545221.46,227373042.53,A
3534401,Osasco,SP,1309454384.46,4658792790.76,C
3534500,Oscar Bressane,SP,474887.48,29588071.9,n.d.
4313508,Osório,RS,42265090.13,260938181.83,B
3534609,Osvaldo Cruz,SP,2165658.7,140033500.8,B
4211751,Otacílio Costa,SC,14258752.23,121012256.54,C
1505403,Ourém,PA,32076223.72,93127830.09,C
2923308,Ouriçangas,BA,15698365.16,52806033.29,C
2609907,Ouricuri,PE,88814970.32,224615744.47,C
1505437,Ourilândia do Norte,PA,0.01,240924573.79,A
3534708,Ourinhos,SP,148082009.08,905920899.42,A
4117404,Ourizona,PR,2817857.02,30958348.37,A
4211801,Ouro,SC,5867033.78,51005097.16,A+
2408508,Ouro Branco,RN,7605440.69,29846977.57,B
2706109,Ouro Branco,AL,0.0,0.0,n.e.
3145901,Ouro Branco,MG,56064870.44,298822606.41,B
3146008,Ouro Fino,MG,10531688.0,145022428.56,B
3146107,Ouro Preto,MG,46529312.36,795570043.0,B
1100155,Ouro Preto do Oeste,RO,10612220.8,176336020.47,A
2510600,Ouro Velho,PB,3297912.12,27065838.8,A
3534807,Ouro Verde,SP,833715.12,45963641.78,n.d.
4211850,Ouro Verde,SC,998117.08,29862340.12,A
5215405,Ouro Verde de Goiás,GO,1829394.96,30530600.2,n.e.
3146206,Ouro Verde de Minas,MG,283240.76,32981696.42,C
4117453,Ouro Verde do Oeste,PR,521472.7,56878922.71,A
3534757,Ouroeste,SP,10062753.8,94361858.62,n.d.
2923357,Ourolândia,BA,35083496.66,110968199.6,C
5215504,Ouvidor,GO,263008.42,89459313.57,B
3534906,Pacaembu,SP,18193815.11,65234365.19,A
1505486,Pacajá,PA,0.0,247163398.35,C
2309607,Pacajus,CE,137084955.17,266920725.57,C
1400456,Pacaraima,RR,15722264.19,105965169.05,n.d.
2309706,Pacatuba,CE,135367878.8,324134238.14,C
2804904,Pacatuba,SE,78376441.24,87554475.02,C
2107506,Paço do Lumiar,MA,231273.16,456300025.12,C
2309805,Pacoti,CE,7418580.8,63605194.36,C
2309904,Pacujá,CE,15883291.13,49725106.23,C
5215603,Padre Bernardo,GO,15595140.15,142436649.01,n.d.
3146255,Padre Carvalho,MG,3554406.23,30131894.51,C
2207207,Padre Marcos,PI,2650889.9,44548617.32,C
3146305,Padre Paraíso,MG,12162916.76,87287300.41,C
2207306,Paes Landim,PI,0.0,0.0,n.d.
3146552,Pai Pedro,MG,278011.04,36015527.92,A
4211876,Paial,SC,3030441.71,28509088.97,A
4117503,Paiçandu,PR,17339336.3,174767060.2,n.d.
4313607,Paim Filho,RS,1280218.28,31755577.05,B
3146404,Paineiras,MG,2482057.63,33526234.27,C
4211892,Painel,SC,498370.44,28784950.33,A
3146503,Pains,MG,5649444.29,67337423.59,n.d.
3146602,Paiva,MG,0.0,24355972.09,A
2207355,Pajeú do Piauí,PI,0.0,0.0,n.d.
2706208,Palestina,AL,14958126.25,51971597.74,n.e.
3535002,Palestina,SP,7160407.06,82972471.96,C
5215652,Palestina de Goiás,GO,3913531.11,32171767.59,n.d.
1505494,Palestina do Pará,PA,0.0,45539644.24,n.d.
2310001,Palhano,CE,17359353.62,46313034.34,C
4211900,Palhoça,SC,55598722.32,1096778172.53,A
3146701,Palma,MG,2833818.42,34827652.44,n.d.
4212007,Palma Sola,SC,854621.62,51883949.53,B
2310100,Palmácia,CE,31663807.91,59160654.8,C
2610004,Palmares,PE,37979259.54,312152433.58,B
4313656,Palmares do Sul,RS,12184596.92,76792771.89,A
3535101,Palmares Paulista,SP,14539857.81,48623313.16,n.d.
1721000,Palmas,TO,321970938.02,2045511039.51,B+
4117602,Palmas,PR,6736805.74,218531344.05,A
2923407,Palmas de Monte Alto,BA,50335117.71,90273485.95,B
4117701,Palmeira,PR,70374658.59,197913438.5,A
4212056,Palmeira,SC,1782451.25,30910744.04,A
4313706,Palmeira das Missões,RS,63051543.36,168301684.59,A
2207405,Palmeira do Piauí,PI,638150.76,39105692.48,A
3535200,Palmeira d'Oeste,SP,3634666.14,45492358.17,n.d.
2706307,Palmeira dos Índios,AL,22244542.14,350853929.96,n.d.
2207504,Palmeirais,PI,4532841.86,75917183.31,C
2107605,Palmeirândia,MA,480726.0,81659010.5,C
1715705,Palmeirante,TO,9538406.18,47098851.74,C
2923506,Palmeiras,BA,22543048.96,55648383.99,A
5215702,Palmeiras de Goiás,GO,2226596.89,170024531.34,C
1713809,Palmeiras do Tocantins,TO,2080627.87,41440791.98,n.d.
2610103,Palmeirina,PE,161704.38,45413440.69,C
1715754,Palmeirópolis,TO,2920746.34,44155063.81,C
5215801,Palmelo,GO,10644501.31,26950590.01,n.d.
5215900,Palminópolis,GO,1482292.2,33616342.47,n.d.
3535309,Palmital,SP,128665.31,139799189.65,C
4117800,Palmital,PR,22576714.02,73706249.69,B
4313805,Palmitinho,RS,930000.01,46334971.85,B+
4212106,Palmitos,SC,0.0,94749722.06,A
3146750,Palmópolis,MG,3641732.13,35349502.42,n.d.
4117909,Palotina,PR,16383308.12,267952551.94,A
5216007,Panamá,GO,0.0,11642307.2,n.d.
4313904,Panambi,RS,57324104.29,238917154.12,A
3204005,Pancas,ES,7800063.6,102769979.53,B
2610202,Panelas,PE,13448676.68,136339921.65,n.d.
3535408,Panorama,SP,14023667.17,79696540.94,C
4313953,Pantano Grande,RS,9231963.35,66463179.6,C
2706406,Pão de Açúcar,AL,11160581.07,141105852.01,C
3146909,Papagaios,MG,332171.27,73905394.24,B
4212205,Papanduva,SC,0.0,0.0,n.d.
2207553,Paquetá,PI,3624296.94,38135235.77,B
3147105,Pará de Minas,MG,39510902.86,486713882.57,C
3303609,Paracambi,RJ,36507152.82,279173247.24,n.d.
3147006,Paracatu,MG,54483861.88,701993636.73,A
2310209,Paracuru,CE,69592546.22,186512123.02,C
1505502,Paragominas,PA,33064393.61,599519984.18,C
3147204,Paraguaçu,MG,853108.16,94046587.65,n.e.
3535507,Paraguaçu Paulista,SP,68729665.52,247107640.22,A
4314001,Paraí,RS,7515874.95,55905029.03,A
3303708,Paraíba do Sul,RJ,116762903.66,248785217.22,n.d.
2107704,Paraibano,MA,5287371.77,88489394.34,C
3535606,Paraibuna,SP,11392095.86,123942260.28,A
2310258,Paraipaba,CE,23566608.13,172928520.52,C
3535705,Paraíso,SP,1531649.61,53043693.8,n.d.
4212239,Paraíso,SC,2353959.99,33285783.15,A
5006275,Paraíso das Águas,MS,4434149.44,107906866.59,A
4118006,Paraíso do Norte,PR,3653262.98,76278423.88,A
4314027,Paraíso do Sul,RS,4190187.83,40040971.84,A+
1716109,Paraíso do Tocantins,TO,15636257.66,232736981.51,A
3147303,Paraisópolis,MG,1738174.98,92946371.69,n.d.
2310308,Parambu,CE,4152685.75,144038590.23,A
2923605,Paramirim,BA,84977477.26,115598209.24,C
2310407,Paramoti,CE,13846687.34,65650338.6,C
2408607,Paraná,RN,5394228.92,28198849.8,C
1716208,Paranã,TO,14613025.51,70925350.07,C
4118105,Paranacity,PR,9878167.87,57460020.56,n.d.
4118204,Paranaguá,PR,158158940.32,1091350587.01,B
5006309,Paranaíba,MS,70957822.9,288980442.38,B
5216304,Paranaiguara,GO,15203694.3,55125545.42,A
5106299,Paranaíta,MT,10391882.58,111640577.38,C
3535804,Paranapanema,SP,26126775.58,156393810.67,B
4118303,Paranapoema,PR,7818484.36,29543184.54,A
3535903,Paranapuã,SP,0.0,30048018.5,n.d.
2610301,Paranatama,PE,14618481.37,73539297.24,n.e.
5106307,Paranatinga,MT,1153584.93,177175476.66,A
4118402,Paranavaí,PR,75801987.18,429752291.74,A
5006358,Paranhos,MS,1807600.01,102405056.78,n.d.
3147402,Paraopeba,MG,2461350.5,111798149.67,A
3536000,Parapuã,SP,4253859.28,63562793.38,C
2510659,Parari,PB,8666792.18,22961577.24,A
2923704,Paratinga,BA,101218869.89,138751597.01,C
3303807,Paraty,RJ,17593982.69,521795764.31,C
2408706,Paraú,RN,12196927.27,26116525.28,C
1505536,Parauapebas,PA,1146629480.39,2675145986.64,C
5216403,Paraúna,GO,5560830.43,123387335.03,A
2408805,Parazinho,RN,10095786.13,53199771.04,C
3536109,Pardinho,SP,420018.25,61053440.87,C
4314035,Pareci Novo,RS,8139011.56,43516614.06,C
1101450,Parecis,RO,549176.61,40824043.9,n.d.
2408904,Parelhas,RN,7200642.58,91427963.69,B
2706422,Pariconha,AL,6234003.76,69523817.86,C
1303403,Parintins,AM,4990174.99,532917169.75,C
2923803,Paripiranga,BA,42631310.63,146121990.47,B
2706448,Paripueira,AL,0.0,0.0,n.d.
3536208,Pariquera-Açu,SP,1160539.24,87533272.66,A
3536257,Parisi,SP,126037.01,28219793.5,B
2207603,Parnaguá,PI,0.0,0.0,n.d.
2207702,Parnaíba,PI,37104428.49,661135002.26,C
2403251,Parnamirim,RN,105755822.73,868798477.73,C
2610400,Parnamirim,PE,12056719.75,94138787.43,C
2107803,Parnarama,MA,0.0,177324494.02,C
4314050,Parobé,RS,122260254.19,221307586.48,B
2409100,Passa e Fica,RN,10418896.99,72244533.91,C
3147600,Passa Quatro,MG,6646808.48,69884907.07,C
4314068,Passa Sete,RS,0.0,35245584.43,A+
3147709,Passa Tempo,MG,4256216.3,52191164.2,C
3147808,Passa Vinte,MG,1856611.13,33432853.37,n.d.
3147501,Passabém,MG,0.0,24848254.27,A
2409209,Passagem,RN,8183860.78,28771582.78,C
2510709,Passagem,PB,7921255.94,26602778.18,n.d.
2107902,Passagem Franca,MA,6950058.72,86551272.78,C
2207751,Passagem Franca do Piauí,PI,4875707.16,33008266.45,n.d.
2610509,Passira,PE,16704861.73,112224137.88,C
2706505,Passo de Camaragibe,AL,191552.77,88635141.54,n.e.
4212254,Passo de Torres,SC,7639692.91,78811705.97,A
4314076,Passo do Sobrado,RS,5574458.94,40041953.19,B
4314100,Passo Fundo,RS,101343978.25,952018236.81,A
3147907,Passos,MG,54547120.91,550015635.3,C
4212270,Passos Maia,SC,1342498.13,38460022.34,C
2108009,Pastos Bons,MA,14137553.51,158807229.35,C
3147956,Patis,MG,899136.94,33019853.8,C
4118451,Pato Bragado,PR,27139.87,86516692.58,n.d.
4118501,Pato Branco,PR,187248511.36,564867609.63,B
2510808,Patos,PB,206015590.52,404317800.18,n.e.
3148004,Patos de Minas,MG,35041694.21,833667059.41,A
2207777,Patos do Piauí,PI,1158736.8,40050447.72,B
3148103,Patrocínio,MG,84711841.9,599713510.37,n.e.
3148202,Patrocínio do Muriaé,MG,2569162.85,30344450.33,C
3536307,Patrocínio Paulista,SP,1514020.28,98107259.45,n.d.
2409308,Patu,RN,36025767.43,50292245.79,n.d.
3303856,Paty do Alferes,RJ,2179414.84,187801083.88,B
2923902,Pau Brasil,BA,36193484.81,49390989.58,n.d.
1505551,Pau D'Arco,PA,0.0,55053998.19,n.d.
1716307,Pau D'Arco,TO,826032.52,25374658.37,n.d.
2207793,Pau D'Arco do Piauí,PI,0.0,0.0,n.d.
2409407,Pau dos Ferros,RN,61081977.11,152497167.09,C
2610608,Paudalho,PE,122785765.09,270486751.16,C
1303502,Pauini,AM,2189613.63,88494104.01,C
3148301,Paula Cândido,MG,1509096.76,35725310.25,C
4118600,Paula Freitas,PR,2903115.38,42992299.03,B
3536406,Paulicéia,SP,0.0,57391404.88,n.d.
3536505,Paulínia,SP,268679837.01,2522406085.22,A
2108058,Paulino Neves,MA,0.0,109590539.92,C
2510907,Paulista,PB,28419965.95,75262380.79,n.e.
2610707,Paulista,PE,82618544.12,759073853.71,C
2207801,Paulistana,PI,8302097.07,122946732.02,C
3536570,Paulistânia,SP,297129.6,31134735.35,n.d.
3148400,Paulistas,MG,1440571.58,29596556.28,n.d.
2924009,Paulo Afonso,BA,96640711.01,546227032.51,n.d.
4314134,Paulo Bento,RS,3472727.45,27419096.27,B
3536604,Paulo de Faria,SP,11009338.09,57761580.07,n.d.
4118709,Paulo Frontin,PR,3779609.83,53536536.52,C
2706604,Paulo Jacinto,AL,8278892.59,43565033.85,C
4212304,Paulo Lopes,SC,9538078.49,54558212.16,A
2108108,Paulo Ramos,MA,22761912.4,136218493.81,C
3148509,Pavão,MG,4239267.27,37328730.02,C
4314159,Paverama,RS,7053008.58,42931232.04,B
2207850,Pavussu,PI,908920.25,25449133.48,C
2924058,Pé de Serra,BA,75162163.47,76892435.75,C
4118808,Peabiru,PR,0.0,0.0,n.d.
3148608,Peçanha,MG,8918935.34,85555896.37,B
3536703,Pederneiras,SP,12978390.49,241166009.1,C
2610806,Pedra,PE,1880215.19,100851017.67,C
3148707,Pedra Azul,MG,9533095.45,109627611.74,C
3536802,Pedra Bela,SP,1309480.03,39003535.14,n.d.
3148756,Pedra Bonita,MG,1847053.18,36191943.59,n.e.
2310506,Pedra Branca,CE,63472921.08,193843388.5,C
2511004,Pedra Branca,PB,3313211.11,39979399.52,C
1600154,Pedra Branca do Amapari,AP,1181.3,95589051.82,C
3148806,Pedra do Anta,MG,838279.61,30226813.15,C
3148905,Pedra do Indaiá,MG,1317792.93,33472607.26,B
3149002,Pedra Dourada,MG,280266.23,26986004.6,C
2409506,Pedra Grande,RN,13264598.43,45019358.81,B
2511103,Pedra Lavrada,PB,39276971.88,52649979.33,n.e.
2805000,Pedra Mole,SE,18544431.38,33658971.34,n.d.
2409605,Pedra Preta,RN,17039797.68,30608825.14,C
5106372,Pedra Preta,MT,4348876.76,124666395.27,A
3149101,Pedralva,MG,902140.58,46554775.54,C
3536901,Pedranópolis,SP,1868134.67,30285362.88,C
2924108,Pedrão,BA,4279609.06,36422232.43,B
4314175,Pedras Altas,RS,0.0,36106132.11,A+
2511202,Pedras de Fogo,PB,42888016.48,164460579.04,n.d.
3149150,Pedras de Maria da Cruz,MG,2592138.29,51244049.64,C
4212403,Pedras Grandes,SC,2708299.76,33983968.62,A
3537008,Pedregulho,SP,3152849.28,98757046.42,A
3537107,Pedreira,SP,72668332.72,258665819.99,B
2108207,Pedreiras,MA,28560462.22,171412101.19,C
2805109,Pedrinhas,SE,30390201.79,58842567.91,C
3537156,Pedrinhas Paulista,SP,1550105.74,35335806.48,C
3149200,Pedrinópolis,MG,793449.13,39620411.12,n.d.
1716505,Pedro Afonso,TO,11853354.71,83175922.72,n.d.
2924207,Pedro Alexandre,BA,57156811.15,84515144.04,C
2409704,Pedro Avelino,RN,3669734.42,42352238.44,C
3204054,Pedro Canário,ES,1558260.26,129490056.75,A+
3537206,Pedro de Toledo,SP,2611237.1,66020423.32,C
2108256,Pedro do Rosário,MA,11268274.58,152571276.08,C
5006408,Pedro Gomes,MS,8748841.2,63692703.07,B
2207900,Pedro II,PI,20564174.61,159364242.03,C
2207934,Pedro Laurentino,PI,3479317.28,23211425.67,C
3149309,Pedro Leopoldo,MG,21274073.61,287362806.59,C
4314209,Pedro Osório,RS,3538975.05,40832787.57,n.d.
2512721,Pedro Régis,PB,301276.08,36051188.91,n.e.
3149408,Pedro Teixeira,MG,0.0,26081715.76,A
2409803,Pedro Velho,RN,0.0,0.0,n.d.
1716604,Peixe,TO,10560158.75,65580250.35,n.d.
1505601,Peixe-Boi,PA,1095174.16,64379012.2,C
5106422,Peixoto de Azevedo,MT,65839297.82,189577085.66,n.e.
4314308,Pejuçara,RS,3557196.42,37737452.87,B+
4314407,Pelotas,RS,717102748.31,1615235108.66,C
2310605,Penaforte,CE,19566757.69,50086725.2,n.d.
2108306,Penalva,MA,382568.2,158196252.85,C
3537305,Penápolis,SP,74554039.28,353524939.2,A
2409902,Pendências,RN,15145042.42,68459702.18,C
2706703,Penedo,AL,74300232.32,324217813.31,C
4212502,Penha,SC,76962107.02,71569972.95,D
2310704,Pentecoste,CE,26814685.53,163225171.67,C
3149507,Pequeri,MG,225873.22,30272888.55,C
3149606,Pequi,MG,871072.1,39134459.46,n.e.
1716653,Pequizeiro,TO,4981671.49,39496262.53,C
3149705,Perdigão,MG,3036053.56,60746775.92,B
3149804,Perdizes,MG,19301731.34,166141005.17,A
3149903,Perdões,MG,4342185.92,91172675.48,C
3537404,Pereira Barreto,SP,4389603.51,156448339.33,n.d.
3537503,Pereiras,SP,7563836.29,46590335.55,n.d.
2310803,Pereiro,CE,460038.05,103087083.27,A
2108405,Peri Mirim,MA,120389.93,62438281.09,C
3149952,Periquito,MG,1089124.78,38160870.55,n.d.
4212601,Peritiba,SC,4880078.74,33062991.24,B+
2108454,Peritoró,MA,0.0,127164691.13,n.d.
4118857,Perobal,PR,1407693.47,44226502.5,A
4118907,Pérola,PR,9441733.7,67481023.04,B+
4119004,Pérola d'Oeste,PR,10958147.29,39709328.23,A
5216452,Perolândia,GO,1796929.0,58576085.94,A
3537602,Peruíbe,SP,111296058.77,428296203.25,C
3150000,Pescador,MG,343097.84,19510428.96,C
4212650,Pescaria Brava,SC,157585.03,53407477.15,C
2610905,Pesqueira,PE,57584020.15,246986024.53,C
2611002,Petrolândia,PE,38146263.88,191249712.23,C
4212700,Petrolândia,SC,0.0,42313104.66,B
2611101,Petrolina,PE,198868207.28,1478288056.57,A
5216809,Petrolina de Goiás,GO,5162254.04,45209439.25,n.d.
3303906,Petrópolis,RJ,621218956.48,1677778766.09,C
2706802,Piaçabuçu,AL,24444830.62,101925317.64,C
3537701,Piacatu,SP,272862.88,37826671.43,B+
2511301,Piancó,PB,117961424.83,85771279.33,B
2924306,Piatã,BA,48887610.68,108306148.05,C
3150109,Piau,MG,31066.52,26198638.37,n.d.
4314423,Picada Café,RS,0.0,44172819.68,A+
1505635,Piçarra,PA,13544424.64,101020724.69,C
2208007,Picos,PI,58090487.81,333197568.53,B
2511400,Picuí,PB,5708927.64,103295747.58,B
3537800,Piedade,SP,18471707.79,236449882.1,n.d.
3150158,Piedade de Caratinga,MG,2785382.77,38611166.22,C
3150208,Piedade de Ponte Nova,MG,2864504.87,31876360.37,A
3150307,Piedade do Rio Grande,MG,279025.99,29711578.22,C
3150406,Piedade dos Gerais,MG,1682515.61,31934917.36,A
4119103,Piên,PR,15411276.38,87722759.31,B
2924405,Pilão Arcado,BA,102121774.4,158937032.22,C
2511509,Pilar,PB,0.0,0.0,n.d.
2706901,Pilar,AL,52796234.88,431919252.91,C
5216908,Pilar de Goiás,GO,10301659.55,32037212.28,n.d.
3537909,Pilar do Sul,SP,0.0,144253573.48,n.d.
2410009,Pilões,RN,1327794.36,25548556.54,C
2511608,Pilões,PB,24114849.65,41351850.31,B
2511707,Pilõezinhos,PB,1916732.83,34994300.22,n.e.
3150505,Pimenta,MG,10189571.0,51890401.06,A
1100189,Pimenta Bueno,RO,6193210.68,202752229.17,B+
2208106,Pimenteiras,PI,3013395.26,49719793.44,C
1101468,Pimenteiras do Oeste,RO,0.0,42025613.9,C
2924504,Pindaí,BA,51106430.2,103755297.38,B
3538006,Pindamonhangaba,SP,36808641.43,906778214.79,C
2108504,Pindaré-Mirim,MA,816480.76,182663447.03,C
2707008,Pindoba,AL,11573796.3,31483425.21,A
2924603,Pindobaçu,BA,14063086.42,130033042.31,C
3538105,Pindorama,SP,1597522.99,88942181.88,A
1717008,Pindorama do Tocantins,TO,3226718.84,34985742.21,n.d.
2310852,Pindoretama,CE,47609941.97,119523382.19,C
3150539,Pingo-d'Água,MG,0.0,32967912.16,C
4119152,Pinhais,PR,129043005.19,693148878.99,A
4314456,Pinhal,RS,3789123.12,37070179.04,A
4314464,Pinhal da Serra,RS,3201635.12,40740638.03,n.d.
4119251,Pinhal de São Bento,PR,908721.82,27158739.32,A
4314472,Pinhal Grande,RS,1549809.72,44926312.33,B
4119202,Pinhalão,PR,7459587.12,45274681.93,C
3538204,Pinhalzinho,SP,2314692.88,75994243.79,C
4212908,Pinhalzinho,SC,12365192.06,144073802.48,A+
2805208,Pinhão,SE,35422464.62,44790979.98,B
4119301,Pinhão,PR,0.0,0.0,n.e.
3303955,Pinheiral,RJ,7763785.82,159945404.36,C
4314498,Pinheirinho do Vale,RS,0.0,34979209.43,C
2108603,Pinheiro,MA,6774386.9,350543264.58,A
4314506,Pinheiro Machado,RS,28320213.61,67394604.22,A+
4213005,Pinheiro Preto,SC,3044757.37,39363571.59,A
3204104,Pinheiros,ES,11214375.54,139367010.51,A
2924652,Pintadas,BA,7898753.7,53979694.49,C
4314548,Pinto Bandeira,RS,0.0,27725426.61,C
3150570,Pintópolis,MG,1905176.07,40406967.47,n.e.
2208205,Pio IX,PI,730613.83,83872508.2,n.d.
2108702,Pio XII,MA,0.0,130737268.03,C
3538303,Piquerobi,SP,443323.35,34231188.55,C
2310902,Piquet Carneiro,CE,39949116.42,92703232.62,C
3538501,Piquete,SP,4235757.99,54867263.29,B
3538600,Piracaia,SP,882587.66,165992931.53,n.d.
5217104,Piracanjuba,GO,16984617.03,136595867.9,n.e.
3150604,Piracema,MG,1029499.95,45957718.93,n.d.
3538709,Piracicaba,SP,186593654.97,2929039019.32,A+
2208304,Piracuruca,PI,11667993.18,122031848.32,C
3304003,Piraí,RJ,2298209.59,284554447.82,A
2924678,Piraí do Norte,BA,0.0,0.0,n.d.
4119400,Piraí do Sul,PR,10973776.09,159644436.83,A
3538808,Piraju,SP,11698315.23,147572116.25,C
3150703,Pirajuba,MG,4120400.14,49856735.82,n.d.
3538907,Pirajuí,SP,25943716.69,120605587.57,n.d.
2805307,Pirambu,SE,44003404.93,59554200.5,C
3150802,Piranga,MG,3069499.95,72490022.18,B
3539004,Pirangi,SP,15950878.49,62589731.42,C
3150901,Piranguçu,MG,1633333.3,30856871.12,C
3151008,Piranguinho,MG,1082195.99,45823858.75,A
2707107,Piranhas,AL,44265865.75,175792610.79,A
5217203,Piranhas,GO,7341565.23,61581696.87,C
2108801,Pirapemas,MA,969126.59,95999875.16,C
3151107,Pirapetinga,MG,3921673.96,65049737.36,n.d.
4314555,Pirapó,RS,354779.87,25434346.15,A
3151206,Pirapora,MG,136569471.78,338021812.68,C
3539103,Pirapora do Bom Jesus,SP,89580327.33,114707457.0,C
3539202,Pirapozinho,SP,5896736.84,126357342.78,C
4119509,Piraquara,PR,115965630.46,417124987.75,A
1717206,Piraquê,TO,1734025.39,24231738.19,n.d.
3539301,Pirassununga,SP,9685625.39,407182447.09,C
4314605,Piratini,RS,6765543.05,91159613.56,B
3539400,Piratininga,SP,0.0,81868634.25,n.d.
4213104,Piratuba,SC,4054138.36,70067066.03,A
3151305,Piraúba,MG,0.0,48509431.87,n.d.
5217302,Pirenópolis,GO,8564429.99,113400736.22,A
5217401,Pires do Rio,GO,41925995.19,147378963.79,A
2310951,Pires Ferreira,CE,9879591.83,62350822.88,A
2924702,Piripá,BA,2262131.37,56094629.31,n.d.
2208403,Piripiri,PI,61138969.9,282971479.51,B
2924801,Piritiba,BA,17345764.17,88024197.38,C
2511806,Pirpirituba,PB,11928105.84,42370584.53,n.e.
4119608,Pitanga,PR,34553628.91,171352022.64,B
3539509,Pitangueiras,SP,35783446.2,194737781.52,C
4119657,Pitangueiras,PR,198219.76,31279318.98,A
3151404,Pitangui,MG,8893358.21,108910209.84,B
2511905,Pitimbu,PB,59062143.91,114180485.35,n.d.
1717503,Pium,TO,854996.8,49628682.15,n.d.
3204203,Piúma,ES,1054687.2,151377745.99,B+
3151503,Piumhi,MG,2184733.04,184382593.05,A
1505650,Placas,PA,677258.74,160993571.41,C
1200385,Plácido de Castro,AC,17657355.94,70850781.5,C
5217609,Planaltina,GO,149251231.95,380185006.28,C
4119707,Planaltina do Paraná,PR,2575627.2,35964553.55,A
2924900,Planaltino,BA,9338273.47,45243561.96,B
2925006,Planalto,BA,81802821.49,111785334.11,B
3539608,Planalto,SP,16936933.04,43243935.49,n.d.
4119806,Planalto,PR,1551817.5,75804264.93,B
4314704,Planalto,RS,1401673.48,55239592.23,B
4213153,Planalto Alegre,SC,1405563.4,30780495.33,A+
5106455,Planalto da Serra,MT,373156.6,32607799.6,B
3151602,Planura,MG,3389918.31,74902216.69,C
3539707,Platina,SP,1517845.75,40003612.36,A
3539806,Poá,SP,22000000.0,476409305.12,A
2611200,Poção,PE,4591403.82,58571899.96,C
2108900,Poção de Pedras,MA,5308278.82,105630208.37,C
2512002,Pocinhos,PB,54723089.19,115846695.73,C
2410108,Poço Branco,RN,2892147.02,57324274.88,C
2512036,Poço Dantas,PB,3376708.89,42102138.83,C
4314753,Poço das Antas,RS,76046.16,28255574.02,A+
2707206,Poço das Trincheiras,AL,26860220.86,102586040.68,C
2512077,Poço de José de Moura,PB,951066.47,46119109.65,A
3151701,Poço Fundo,MG,8675115.05,99522853.47,C
2805406,Poço Redondo,SE,78990931.53,153835172.46,C
2805505,Poço Verde,SE,11098841.54,102478095.12,C
2925105,Poções,BA,147904720.64,197886385.11,n.d.
5106505,Poconé,MT,37484859.49,168857583.16,B
3151800,Poços de Caldas,MG,606877546.76,1215018468.08,C
3151909,Pocrane,MG,225078.02,37713253.68,n.d.
2925204,Pojuca,BA,107968659.26,254786463.64,B
3539905,Poloni,SP,2561473.13,38472639.39,n.d.
2512101,Pombal,PB,10468511.88,145453229.43,B
2611309,Pombos,PE,5094233.34,117696309.14,n.d.
